ID;edad;trabajo;estado_civil;educacion;deuda;saldo;vivienda;prestamo;tipo_contacto;duracion;fecha_contacto;campaign;tiempo_transcurrido;contactos_anteriores;resultado_campanas_anteriores;target
34679;55;retired;casado;universitarios;no;2929;no;no;;556;16-jun-2021;3;-1;0;;no
34680;45;technician;divorciado;secundaria/superiores;no;299;si;no;movil;368;28-jan-2021;1;-1;0;;no
34681;43;blue-collar;casado;priamaria;no;-476;si;no;;16;26-may-2021;1;-1;0;;no
34682;36;self-employed;casado;universitarios;no;506;no;no;movil;124;3-feb-2021;1;92;3;exito;no
34683;47;blue-collar;divorciado;priamaria;no;603;si;si;movil;1080;8-may-2021;1;-1;0;;si
34684;30;services;casado;secundaria/superiores;no;699;si;no;;544;29-may-2021;1;-1;0;;no
34685;47;blue-collar;divorciado;secundaria/superiores;no;1815;si;no;movil;105;5-feb-2021;1;253;4;sin_exito;no
34686;30;management;soltero;universitarios;no;1675;no;no;movil;181;4-sep-2021;1;-1;0;;no
34687;48;blue-collar;casado;priamaria;no;257;si;no;;333;5-jun-2021;2;-1;0;;no
34688;36;blue-collar;casado;secundaria/superiores;no;717;no;no;;63;11-jun-2021;1;-1;0;;no
34689;33;management;casado;universitarios;no;9725;si;no;;131;26-may-2021;4;-1;0;;no
34690;46;blue-collar;casado;priamaria;no;-175;si;si;movil;250;17-apr-2021;1;324;2;sin_exito;no
34691;25;admin.;soltero;secundaria/superiores;no;0;no;si;movil;49;25-jul-2021;1;-1;0;;no
34692;39;admin.;divorciado;secundaria/superiores;no;728;si;si;movil;222;18-oct-2021;1;-1;0;;si
34693;36;blue-collar;divorciado;secundaria/superiores;no;421;si;no;movil;34;15-may-2021;7;360;4;otro;no
34694;41;housemaid;casado;priamaria;no;216;no;no;movil;152;13-aug-2021;2;-1;0;;no
34695;31;services;casado;secundaria/superiores;no;-309;si;no;;269;26-may-2021;1;-1;0;;no
34696;32;admin.;casado;secundaria/superiores;no;17;si;no;;123;27-may-2021;1;-1;0;;no
34697;37;technician;casado;universitarios;no;447;si;no;;1170;9-may-2021;1;-1;0;;no
34698;36;admin.;soltero;universitarios;no;980;no;no;movil;343;1-feb-2021;2;95;2;sin_exito;no
34699;41;technician;soltero;secundaria/superiores;no;30;no;no;;1003;23-may-2021;1;-1;0;;no
34700;40;management;casado;secundaria/superiores;no;2596;no;no;;236;12-jun-2021;1;-1;0;;no
34701;52;admin.;casado;secundaria/superiores;no;146;si;si;movil;108;13-may-2021;1;-1;0;;no
34702;34;housemaid;casado;secundaria/superiores;no;4;si;no;movil;81;8-may-2021;2;-1;0;;no
34703;27;blue-collar;soltero;secundaria/superiores;si;-233;si;no;movil;728;6-may-2021;1;-1;0;;no
34704;52;technician;casado;universitarios;no;0;no;si;movil;409;5-aug-2021;1;-1;0;;no
34705;31;technician;soltero;secundaria/superiores;no;0;no;no;movil;35;29-aug-2021;14;-1;0;;no
34706;34;admin.;casado;universitarios;no;882;no;no;movil;135;13-aug-2021;1;113;5;exito;no
34707;36;entrepreneur;casado;secundaria/superiores;no;246;si;no;movil;427;18-may-2021;4;-1;0;;no
34708;46;management;casado;;no;876;si;no;movil;11;31-jul-2021;3;-1;0;;no
34709;25;student;soltero;secundaria/superiores;no;1139;si;no;;22;15-may-2021;3;-1;0;;no
34710;61;management;casado;secundaria/superiores;no;544;no;no;movil;63;29-dec-2021;3;200;9;exito;si
34711;59;technician;casado;secundaria/superiores;no;1;no;no;movil;585;14-oct-2021;1;182;5;exito;si
34712;39;technician;divorciado;secundaria/superiores;no;1972;si;no;movil;82;9-feb-2021;3;-1;0;;no
34713;50;management;casado;secundaria/superiores;no;5;no;no;;24;3-jul-2021;1;-1;0;;no
34714;55;services;divorciado;secundaria/superiores;no;2166;si;no;;23;28-may-2021;17;-1;0;;no
34715;33;unemployed;soltero;universitarios;no;850;no;no;movil;324;4-may-2021;3;-1;0;;no
34716;41;entrepreneur;divorciado;secundaria/superiores;no;-29;si;no;movil;188;10-jul-2021;1;-1;0;;no
34717;30;technician;soltero;secundaria/superiores;no;0;no;no;movil;109;27-aug-2021;2;-1;0;;no
34718;37;admin.;soltero;secundaria/superiores;no;528;si;no;movil;65;21-nov-2021;1;-1;0;;no
34719;40;management;casado;secundaria/superiores;no;363;si;si;movil;135;26-may-2021;1;104;2;sin_exito;no
34720;37;blue-collar;soltero;secundaria/superiores;no;3344;si;no;;85;26-may-2021;5;-1;0;;no
34721;34;technician;casado;universitarios;no;285;si;si;;223;29-may-2021;4;-1;0;;no
34722;39;management;soltero;universitarios;no;5976;no;no;movil;113;27-aug-2021;2;-1;0;;no
34723;28;technician;soltero;secundaria/superiores;no;250;no;si;movil;133;29-jan-2021;1;-1;0;;no
34724;31;technician;casado;universitarios;no;4575;si;no;fijo;28;18-may-2021;1;-1;0;;no
34725;42;management;casado;universitarios;no;99;no;no;movil;92;21-aug-2021;4;-1;0;;no
34726;29;services;soltero;secundaria/superiores;no;1357;no;si;;200;1-jul-2021;1;-1;0;;no
34727;56;blue-collar;casado;secundaria/superiores;no;0;no;no;;142;11-jun-2021;2;-1;0;;no
34728;36;management;casado;universitarios;no;152;si;no;movil;467;6-may-2021;2;-1;0;;no
34729;48;management;divorciado;universitarios;no;-244;si;no;;253;5-may-2021;1;-1;0;;no
34730;33;blue-collar;casado;secundaria/superiores;no;17;no;no;movil;489;10-jul-2021;1;-1;0;;no
34731;29;services;casado;secundaria/superiores;no;308;si;no;;75;28-may-2021;1;-1;0;;no
34732;58;management;casado;universitarios;no;0;si;si;movil;293;6-may-2021;1;351;2;sin_exito;no
34733;36;student;soltero;;no;36;si;no;;705;29-may-2021;1;-1;0;;no
34734;37;services;casado;secundaria/superiores;no;-58;si;no;;146;16-jun-2021;3;-1;0;;no
34735;36;blue-collar;casado;priamaria;no;-255;si;si;;187;16-jun-2021;2;-1;0;;no
34736;52;unemployed;casado;secundaria/superiores;no;32;si;no;;144;29-may-2021;5;-1;0;;no
34737;59;blue-collar;casado;secundaria/superiores;no;176;no;no;movil;117;29-jan-2021;1;-1;0;;no
34738;40;admin.;soltero;secundaria/superiores;no;50;no;no;movil;837;15-may-2021;1;-1;0;;si
34739;24;blue-collar;soltero;;no;431;si;no;;108;3-jun-2021;12;-1;0;;no
34740;45;unknown;casado;;no;360;no;no;;157;11-jun-2021;9;-1;0;;no
34741;46;blue-collar;divorciado;secundaria/superiores;no;1074;si;no;movil;277;14-may-2021;2;-1;0;;no
34742;45;blue-collar;casado;secundaria/superiores;no;4855;si;no;movil;285;9-jul-2021;1;-1;0;;no
34743;58;retired;casado;priamaria;no;269;si;no;;38;16-may-2021;2;-1;0;;no
34744;35;admin.;soltero;secundaria/superiores;no;1810;si;no;movil;65;25-may-2021;2;-1;0;;no
34745;33;management;soltero;universitarios;no;0;no;no;movil;236;28-aug-2021;10;-1;0;;no
34746;40;unemployed;soltero;secundaria/superiores;no;334;no;no;movil;219;5-mar-2021;1;91;6;otro;si
34747;35;self-employed;casado;universitarios;no;3698;si;no;movil;106;5-mar-2021;1;-1;0;;si
34748;41;services;casado;secundaria/superiores;no;-141;si;si;;243;2-jun-2021;3;-1;0;;no
34749;41;admin.;divorciado;secundaria/superiores;no;783;si;si;movil;135;14-may-2021;3;363;2;sin_exito;no
34750;53;blue-collar;casado;priamaria;no;225;no;no;movil;171;18-jul-2021;7;-1;0;;no
34751;27;management;soltero;universitarios;no;-98;si;si;;344;16-may-2021;2;-1;0;;no
34752;35;blue-collar;soltero;secundaria/superiores;no;8040;si;no;movil;173;13-may-2021;2;-1;0;;no
34753;33;admin.;casado;secundaria/superiores;no;2711;no;no;movil;184;20-nov-2021;1;104;1;sin_exito;no
34754;57;services;casado;secundaria/superiores;no;1577;si;no;fijo;908;7-may-2021;2;357;1;otro;no
34755;44;technician;soltero;secundaria/superiores;no;0;no;no;movil;156;20-aug-2021;2;-1;0;;no
34756;40;retired;casado;priamaria;no;407;si;no;movil;200;2-feb-2021;1;271;1;sin_exito;no
34757;49;blue-collar;casado;priamaria;no;737;no;no;movil;100;13-aug-2021;2;-1;0;;no
34758;63;retired;divorciado;priamaria;no;1840;no;no;movil;71;12-mar-2021;3;-1;0;;no
34759;35;management;soltero;universitarios;no;4788;si;no;;227;3-jun-2021;1;-1;0;;no
34760;32;management;casado;universitarios;no;972;no;no;movil;297;14-aug-2021;4;-1;0;;no
34761;60;retired;casado;priamaria;no;-382;si;no;;140;26-may-2021;2;-1;0;;no
34762;28;technician;casado;secundaria/superiores;no;675;si;no;movil;499;17-apr-2021;2;-1;0;;no
34763;29;management;casado;universitarios;no;581;si;si;movil;192;14-jul-2021;2;-1;0;;no
34764;36;self-employed;casado;secundaria/superiores;no;189;si;no;movil;136;19-nov-2021;1;120;1;sin_exito;no
34765;48;management;casado;universitarios;no;-1232;si;no;;183;6-jun-2021;1;-1;0;;no
34766;42;blue-collar;casado;priamaria;no;530;no;no;;850;11-jun-2021;8;-1;0;;no
34767;79;retired;casado;secundaria/superiores;no;2661;no;no;movil;254;10-nov-2021;5;-1;0;;si
34768;49;blue-collar;casado;priamaria;no;1456;no;no;movil;225;12-aug-2021;4;-1;0;;no
34769;32;self-employed;soltero;secundaria/superiores;no;360;si;no;movil;175;9-feb-2021;3;259;4;sin_exito;no
34770;47;retired;casado;universitarios;no;1225;si;si;;339;16-jun-2021;2;-1;0;;no
34771;47;technician;casado;secundaria/superiores;no;2781;si;no;;855;15-may-2021;4;-1;0;;no
34772;41;technician;casado;universitarios;no;532;si;no;movil;74;9-jul-2021;1;-1;0;;no
34773;35;technician;casado;secundaria/superiores;no;580;si;no;movil;180;2-nov-2021;2;171;1;sin_exito;no
34774;31;services;casado;secundaria/superiores;no;-641;si;si;;296;27-may-2021;2;-1;0;;no
34775;65;retired;divorciado;universitarios;no;0;no;no;movil;248;28-aug-2021;1;-1;0;;no
34776;47;services;casado;;no;1229;no;si;movil;89;21-jul-2021;20;-1;0;;no
34777;41;blue-collar;casado;priamaria;no;7735;si;no;;240;14-may-2021;1;-1;0;;no
34778;50;blue-collar;casado;priamaria;no;2610;si;si;;181;20-may-2021;6;-1;0;;no
34779;34;admin.;casado;secundaria/superiores;no;19;si;si;movil;98;13-oct-2021;1;-1;0;;no
34780;51;management;casado;universitarios;no;21574;no;no;;197;6-jun-2021;3;-1;0;;no
34781;32;housemaid;casado;secundaria/superiores;no;0;si;no;movil;549;12-may-2021;1;368;2;sin_exito;no
34782;39;management;soltero;universitarios;no;0;si;no;movil;224;18-feb-2021;3;-1;0;;si
34783;46;housemaid;casado;priamaria;no;19;si;no;fijo;171;21-jul-2021;1;-1;0;;no
34784;45;technician;casado;secundaria/superiores;no;297;no;no;movil;210;28-jan-2021;2;-1;0;;no
34785;33;management;casado;universitarios;no;289;no;no;movil;333;23-sep-2021;1;-1;0;;no
34786;29;blue-collar;soltero;secundaria/superiores;no;322;no;no;;434;14-jun-2021;1;96;6;otro;si
34787;40;technician;casado;secundaria/superiores;no;42;no;no;movil;1842;13-aug-2021;2;-1;0;;si
34788;51;unemployed;casado;secundaria/superiores;no;760;si;no;;411;14-may-2021;1;-1;0;;no
34789;59;retired;casado;secundaria/superiores;no;8107;no;no;;210;30-may-2021;1;-1;0;;no
34790;31;blue-collar;soltero;secundaria/superiores;no;0;si;no;movil;113;7-may-2021;2;345;1;otro;no
34791;38;entrepreneur;casado;;no;259;no;no;movil;63;18-nov-2021;1;-1;0;;no
34792;43;self-employed;casado;secundaria/superiores;no;1239;si;si;fijo;355;23-jul-2021;3;-1;0;;no
34793;68;retired;divorciado;secundaria/superiores;no;4189;no;no;fijo;897;14-jul-2021;2;-1;0;;si
34794;24;admin.;soltero;secundaria/superiores;no;795;si;no;;209;27-may-2021;2;-1;0;;no
34795;41;admin.;casado;secundaria/superiores;no;-396;si;no;movil;104;7-jul-2021;4;-1;0;;no
34796;45;admin.;soltero;secundaria/superiores;no;-101;si;no;movil;101;7-may-2021;1;301;1;sin_exito;no
34797;34;management;casado;universitarios;no;1557;si;si;;213;13-may-2021;1;-1;0;;no
34798;46;management;casado;universitarios;no;2851;si;si;movil;77;15-may-2021;4;-1;0;;no
34799;31;self-employed;soltero;secundaria/superiores;no;0;si;no;movil;364;15-jul-2021;2;-1;0;;no
34800;42;technician;casado;secundaria/superiores;no;0;no;si;;7;8-may-2021;3;-1;0;;no
34801;58;admin.;casado;secundaria/superiores;no;3927;no;no;movil;124;11-oct-2021;3;363;1;sin_exito;no
34802;59;blue-collar;casado;priamaria;no;1227;no;no;movil;89;29-aug-2021;5;-1;0;;no
34803;41;self-employed;soltero;universitarios;no;1616;no;no;fijo;229;28-jan-2021;1;184;7;exito;no
34804;37;blue-collar;casado;priamaria;no;-196;si;no;;166;26-may-2021;2;-1;0;;no
34805;28;management;soltero;universitarios;no;3238;si;no;;7;19-may-2021;1;-1;0;;no
34806;44;technician;casado;secundaria/superiores;no;608;no;no;movil;128;26-aug-2021;2;-1;0;;no
34807;39;admin.;divorciado;secundaria/superiores;no;2903;si;si;fijo;259;25-jul-2021;2;-1;0;;no
34808;27;student;soltero;secundaria/superiores;no;1164;no;no;movil;256;21-oct-2021;2;104;2;sin_exito;no
34809;51;admin.;casado;priamaria;no;576;si;no;movil;434;23-jul-2021;1;-1;0;;no
34810;33;blue-collar;casado;secundaria/superiores;no;2254;si;no;movil;130;17-apr-2021;1;148;1;sin_exito;no
34811;47;management;casado;universitarios;no;-488;si;no;movil;65;25-jul-2021;5;-1;0;;no
34812;31;management;casado;universitarios;no;713;si;no;;1534;9-may-2021;2;-1;0;;no
34813;47;blue-collar;casado;priamaria;no;6439;si;no;;326;14-may-2021;3;-1;0;;no
34814;51;blue-collar;casado;secundaria/superiores;no;362;si;si;movil;318;4-feb-2021;3;-1;0;;no
34815;33;self-employed;soltero;universitarios;no;61;no;no;movil;836;19-aug-2021;3;-1;0;;si
34816;29;student;soltero;;no;7585;no;no;fijo;123;17-aug-2021;1;-1;0;;no
34817;45;management;casado;secundaria/superiores;no;2873;si;no;movil;30;28-aug-2021;16;-1;0;;no
34818;56;retired;casado;priamaria;no;1947;no;no;movil;631;30-oct-2021;2;149;3;sin_exito;no
34819;59;admin.;soltero;secundaria/superiores;no;4744;no;no;movil;879;4-sep-2021;1;-1;0;;si
34820;48;admin.;casado;secundaria/superiores;no;359;si;no;;374;7-may-2021;1;-1;0;;no
34821;43;management;casado;universitarios;no;13044;no;no;movil;215;19-nov-2021;1;93;4;sin_exito;no
34822;53;blue-collar;soltero;secundaria/superiores;no;2430;si;si;movil;73;19-nov-2021;2;145;3;sin_exito;no
34823;26;management;soltero;universitarios;no;2356;si;no;movil;252;23-jul-2021;6;-1;0;;no
34824;41;management;casado;universitarios;no;298;no;no;movil;63;4-may-2021;3;272;1;otro;no
34825;29;blue-collar;casado;priamaria;no;258;si;no;;130;26-may-2021;1;-1;0;;no
34826;51;entrepreneur;divorciado;universitarios;no;23;si;no;movil;177;18-jul-2021;3;-1;0;;no
34827;30;technician;soltero;secundaria/superiores;no;323;no;no;movil;116;25-jan-2021;1;151;3;sin_exito;no
34828;60;management;casado;priamaria;no;92;no;no;fijo;447;2-feb-2021;1;-1;0;;no
34829;56;services;divorciado;secundaria/superiores;no;935;no;no;movil;112;26-feb-2021;1;227;2;sin_exito;no
34830;49;management;casado;universitarios;no;1;si;no;movil;7;4-may-2021;4;-1;0;;no
34831;43;blue-collar;casado;priamaria;no;823;si;no;fijo;174;7-may-2021;12;-1;0;;no
34832;45;admin.;casado;secundaria/superiores;no;142;si;si;;110;29-may-2021;3;-1;0;;no
34833;53;unemployed;casado;;no;210;si;no;fijo;280;21-jul-2021;3;-1;0;;no
34834;59;self-employed;casado;universitarios;no;185;no;no;movil;177;22-jun-2021;5;138;1;sin_exito;no
34835;55;management;divorciado;universitarios;no;3092;si;no;movil;165;22-jul-2021;2;-1;0;;no
34836;35;management;casado;universitarios;no;193;si;no;movil;402;17-apr-2021;1;-1;0;;no
34837;75;retired;casado;priamaria;no;3324;no;no;movil;149;2-feb-2021;1;-1;0;;no
34838;50;technician;casado;secundaria/superiores;no;3370;no;no;movil;531;21-aug-2021;2;80;2;exito;si
34839;46;blue-collar;casado;secundaria/superiores;no;519;si;no;movil;217;25-aug-2021;6;-1;0;;no
34840;33;management;soltero;universitarios;no;191;no;si;fijo;25;9-jul-2021;1;-1;0;;no
34841;38;blue-collar;casado;priamaria;no;0;si;no;movil;101;21-nov-2021;1;-1;0;;no
34842;58;management;soltero;universitarios;no;1387;si;no;fijo;140;3-feb-2021;6;6;6;otro;no
34843;27;management;soltero;universitarios;no;574;si;no;movil;196;18-may-2021;3;-1;0;;no
34844;52;management;casado;universitarios;no;1646;no;si;movil;92;9-feb-2021;3;-1;0;;no
34845;58;blue-collar;casado;secundaria/superiores;no;1457;si;no;movil;144;8-jul-2021;4;-1;0;;no
34846;72;unknown;casado;;no;1165;no;no;movil;400;11-aug-2021;3;-1;0;;no
34847;51;management;soltero;universitarios;no;151;si;no;movil;638;8-sep-2021;1;427;3;exito;si
34848;37;management;casado;universitarios;no;489;si;no;movil;202;21-nov-2021;1;106;5;sin_exito;no
34849;40;blue-collar;casado;secundaria/superiores;no;384;no;si;movil;142;30-jul-2021;3;-1;0;;no
34850;43;management;casado;universitarios;no;536;si;no;movil;167;14-may-2021;4;-1;0;;no
34851;44;unemployed;casado;;no;1309;no;no;fijo;262;30-jan-2021;2;-1;0;;no
34852;27;entrepreneur;casado;secundaria/superiores;no;554;si;no;;131;16-may-2021;1;-1;0;;no
34853;36;entrepreneur;soltero;universitarios;no;658;si;no;movil;99;29-jan-2021;1;227;3;sin_exito;no
34854;32;services;casado;secundaria/superiores;no;289;si;no;movil;63;2-feb-2021;1;257;2;sin_exito;no
34855;47;unemployed;casado;priamaria;no;0;no;no;;308;18-jun-2021;1;-1;0;;no
34856;27;services;soltero;secundaria/superiores;no;54;si;no;;543;28-may-2021;2;-1;0;;si
34857;33;admin.;soltero;universitarios;no;280;no;no;movil;189;12-nov-2021;2;-1;0;;no
34858;36;admin.;divorciado;secundaria/superiores;no;0;no;no;;203;11-jun-2021;3;-1;0;;no
34859;25;services;soltero;secundaria/superiores;no;0;si;no;movil;293;6-may-2021;3;-1;0;;no
34860;53;technician;soltero;secundaria/superiores;no;708;si;no;;631;16-may-2021;3;-1;0;;no
34861;44;services;casado;secundaria/superiores;no;-230;si;si;;99;27-may-2021;1;-1;0;;no
34862;40;admin.;soltero;secundaria/superiores;no;315;si;no;movil;44;20-apr-2021;1;-1;0;;no
34863;36;entrepreneur;casado;universitarios;no;733;no;si;fijo;124;14-jul-2021;12;-1;0;;no
34864;28;management;soltero;universitarios;no;1837;si;no;fijo;49;31-jul-2021;3;-1;0;;no
34865;42;management;casado;;no;6573;si;no;movil;56;7-jul-2021;4;-1;0;;no
34866;58;management;casado;universitarios;no;2142;si;no;movil;41;4-feb-2021;2;274;3;sin_exito;no
34867;52;entrepreneur;casado;universitarios;no;-184;si;si;;392;6-may-2021;2;-1;0;;no
34868;42;housemaid;casado;priamaria;no;145;no;no;movil;252;20-aug-2021;2;-1;0;;no
34869;49;admin.;casado;secundaria/superiores;no;3608;si;no;;231;13-nov-2021;1;-1;0;;si
34870;45;blue-collar;casado;secundaria/superiores;no;87;si;no;movil;96;14-may-2021;1;360;3;sin_exito;no
34871;40;management;divorciado;universitarios;no;205;no;no;movil;357;25-jul-2021;1;-1;0;;no
34872;57;housemaid;casado;secundaria/superiores;no;0;no;no;movil;56;17-nov-2021;1;-1;0;;no
34873;37;blue-collar;casado;secundaria/superiores;no;223;si;no;movil;552;11-may-2021;2;301;2;sin_exito;no
34874;37;services;soltero;secundaria/superiores;no;244;no;no;;70;5-jun-2021;1;-1;0;;no
34875;44;technician;casado;secundaria/superiores;no;3444;no;no;movil;212;6-aug-2021;3;-1;0;;no
34876;29;technician;soltero;universitarios;no;-229;si;no;movil;416;21-jul-2021;4;-1;0;;no
34877;32;blue-collar;soltero;priamaria;no;557;si;no;;112;21-may-2021;2;-1;0;;no
34878;30;management;casado;universitarios;no;1221;si;no;fijo;279;25-jul-2021;4;-1;0;;si
34879;24;student;soltero;secundaria/superiores;no;1123;no;no;movil;475;13-jul-2021;1;412;1;otro;si
34880;33;management;divorciado;secundaria/superiores;no;5;si;no;;1346;13-may-2021;1;-1;0;;si
34881;35;management;casado;;no;2326;si;si;movil;319;16-sep-2021;1;-1;0;;si
34882;32;technician;soltero;secundaria/superiores;no;14;si;si;movil;429;16-apr-2021;1;-1;0;;no
34883;41;admin.;casado;secundaria/superiores;no;542;si;no;fijo;64;11-may-2021;2;347;1;otro;no
34884;34;management;casado;universitarios;no;0;no;si;movil;105;14-jul-2021;3;-1;0;;no
34885;60;admin.;casado;secundaria/superiores;no;3547;no;no;fijo;351;15-jun-2021;6;-1;0;;si
34886;37;management;casado;universitarios;no;725;no;no;movil;162;26-aug-2021;13;-1;0;;no
34887;47;admin.;casado;secundaria/superiores;no;-1091;si;si;movil;153;31-jul-2021;4;-1;0;;no
34888;32;technician;soltero;secundaria/superiores;no;483;no;no;movil;580;8-aug-2021;3;-1;0;;si
34889;37;admin.;casado;secundaria/superiores;no;525;si;no;;425;23-may-2021;1;-1;0;;no
34890;29;management;soltero;universitarios;si;-1661;no;si;movil;95;29-jul-2021;6;-1;0;;no
34891;56;entrepreneur;casado;;no;0;no;no;;39;20-jun-2021;8;-1;0;;no
34892;42;management;casado;universitarios;no;2819;si;no;movil;149;18-nov-2021;2;-1;0;;no
34893;46;services;casado;secundaria/superiores;no;-11;si;no;movil;74;28-aug-2021;6;-1;0;;no
34894;56;services;casado;secundaria/superiores;no;4763;si;no;fijo;233;20-nov-2021;4;115;6;sin_exito;no
34895;25;admin.;soltero;secundaria/superiores;no;82;no;si;movil;104;7-apr-2021;2;-1;0;;si
34896;44;entrepreneur;soltero;universitarios;no;1136;si;si;movil;345;3-apr-2021;2;249;7;otro;no
34897;27;blue-collar;soltero;priamaria;no;553;si;no;;157;20-jun-2021;3;-1;0;;no
34898;57;technician;casado;secundaria/superiores;no;589;si;no;movil;198;28-jan-2021;1;244;1;otro;no
34899;32;blue-collar;casado;secundaria/superiores;no;478;si;no;;200;3-jun-2021;1;-1;0;;no
34900;32;management;soltero;secundaria/superiores;no;388;no;no;fijo;846;4-may-2021;2;-1;0;;no
34901;30;management;soltero;universitarios;no;179;no;no;movil;8;3-feb-2021;4;-1;0;;no
34902;45;services;soltero;secundaria/superiores;no;1377;si;no;;171;28-may-2021;5;-1;0;;no
34903;42;management;divorciado;universitarios;no;1116;si;no;;88;19-may-2021;6;-1;0;;no
34904;32;management;casado;universitarios;no;913;si;no;movil;883;23-jun-2021;1;674;4;sin_exito;no
34905;54;technician;divorciado;secundaria/superiores;no;-291;no;no;movil;99;19-aug-2021;2;-1;0;;no
34906;53;unemployed;casado;secundaria/superiores;no;0;si;no;;313;12-jun-2021;1;-1;0;;no
34907;43;blue-collar;casado;priamaria;no;2952;no;no;movil;417;3-aug-2021;2;95;1;otro;si
34908;50;blue-collar;casado;priamaria;no;89;si;no;;210;9-may-2021;3;-1;0;;no
34909;45;blue-collar;casado;secundaria/superiores;no;240;no;no;movil;181;18-aug-2021;7;-1;0;;no
34910;39;management;soltero;secundaria/superiores;no;1103;no;no;;24;17-jun-2021;1;-1;0;;no
34911;34;admin.;casado;universitarios;no;10;no;no;movil;81;22-may-2021;1;-1;0;;no
34912;35;technician;casado;secundaria/superiores;no;1546;si;no;movil;156;13-may-2021;1;174;4;sin_exito;no
34913;49;housemaid;casado;secundaria/superiores;no;3;no;no;movil;118;20-aug-2021;2;-1;0;;no
34914;30;admin.;soltero;secundaria/superiores;no;457;no;no;movil;90;27-apr-2021;2;-1;0;;no
34915;52;services;casado;priamaria;no;432;no;no;movil;424;8-aug-2021;4;-1;0;;no
34916;46;blue-collar;casado;priamaria;no;2473;no;no;movil;136;4-aug-2021;3;-1;0;;no
34917;52;management;casado;universitarios;no;3634;no;no;movil;341;8-feb-2021;8;-1;0;;si
34918;32;technician;casado;secundaria/superiores;no;1951;si;no;movil;518;8-apr-2021;2;261;2;sin_exito;no
34919;46;management;casado;secundaria/superiores;no;231;no;si;movil;243;4-aug-2021;1;-1;0;;no
34920;33;management;soltero;universitarios;no;239;no;no;;65;12-may-2021;5;-1;0;;no
34921;50;housemaid;casado;secundaria/superiores;no;0;no;no;;551;18-jun-2021;1;-1;0;;no
34922;27;admin.;soltero;secundaria/superiores;no;145;no;si;movil;95;7-jul-2021;3;-1;0;;no
34923;58;retired;casado;secundaria/superiores;no;801;no;no;movil;249;30-apr-2021;1;85;1;otro;no
34924;49;technician;casado;secundaria/superiores;si;-1680;si;si;;92;27-jun-2021;4;-1;0;;no
34925;60;retired;casado;;no;1396;no;si;movil;104;26-aug-2021;2;-1;0;;no
34926;48;blue-collar;casado;priamaria;no;1203;no;no;movil;61;6-aug-2021;5;-1;0;;no
34927;55;housemaid;casado;secundaria/superiores;no;5;no;no;movil;269;2-feb-2021;1;206;2;sin_exito;no
34928;40;management;casado;universitarios;no;185;no;no;movil;310;21-aug-2021;2;-1;0;;no
34929;32;management;divorciado;universitarios;no;530;si;no;movil;131;29-jan-2021;1;127;3;sin_exito;no
34930;29;management;soltero;universitarios;no;7578;no;no;movil;46;22-may-2021;3;-1;0;;no
34931;56;management;casado;secundaria/superiores;no;0;no;no;fijo;189;18-nov-2021;1;-1;0;;no
34932;39;blue-collar;casado;priamaria;no;-100;si;no;;680;5-may-2021;2;-1;0;;no
34933;34;admin.;casado;secundaria/superiores;no;247;si;si;;1727;12-may-2021;5;-1;0;;no
34934;35;services;casado;secundaria/superiores;no;74;si;no;;112;27-may-2021;1;-1;0;;no
34935;38;technician;casado;secundaria/superiores;no;581;si;no;;79;6-may-2021;1;-1;0;;no
34936;66;retired;casado;secundaria/superiores;no;3409;no;no;movil;133;19-oct-2021;3;160;3;sin_exito;no
34937;36;blue-collar;casado;secundaria/superiores;no;2894;si;no;movil;91;18-nov-2021;1;124;1;sin_exito;no
34938;37;technician;soltero;secundaria/superiores;no;103;si;no;movil;124;30-jul-2021;3;-1;0;;no
34939;37;blue-collar;casado;secundaria/superiores;no;723;si;no;movil;119;18-nov-2021;1;110;2;sin_exito;no
34940;30;admin.;divorciado;secundaria/superiores;no;377;si;no;;524;4-jun-2021;15;-1;0;;si
34941;36;technician;casado;secundaria/superiores;no;361;no;no;movil;188;6-aug-2021;4;-1;0;;no
34942;38;blue-collar;soltero;secundaria/superiores;no;334;si;no;movil;541;18-jul-2021;7;-1;0;;no
34943;38;services;divorciado;secundaria/superiores;no;-10;si;no;;61;17-jun-2021;2;-1;0;;no
34944;39;blue-collar;casado;priamaria;no;279;si;no;;361;5-may-2021;1;-1;0;;no
34945;34;technician;casado;secundaria/superiores;no;1;no;no;movil;344;22-jul-2021;3;-1;0;;no
34946;58;blue-collar;casado;secundaria/superiores;no;1298;si;no;movil;522;29-jan-2021;2;245;4;sin_exito;no
34947;36;management;soltero;universitarios;no;6450;si;no;;101;29-may-2021;1;-1;0;;no
34948;30;admin.;soltero;secundaria/superiores;no;52;no;si;movil;422;7-jul-2021;1;-1;0;;no
34949;38;technician;casado;universitarios;no;52;si;no;movil;82;14-apr-2021;4;-1;0;;no
34950;34;management;casado;universitarios;no;1601;si;no;;650;8-may-2021;2;-1;0;;no
34951;36;entrepreneur;casado;secundaria/superiores;no;2971;no;no;movil;247;12-nov-2021;1;97;8;sin_exito;si
34952;35;management;casado;universitarios;no;1036;no;no;movil;356;13-aug-2021;1;-1;0;;no
34953;32;technician;casado;;no;0;no;si;movil;296;21-nov-2021;1;-1;0;;no
34954;56;blue-collar;casado;priamaria;no;0;si;no;fijo;293;23-jul-2021;5;-1;0;;no
